,Symbol,Return,Trades,Win Rate,Best Trade,Worst Trade,Max Duration,Avg Duration
0,XRPUSDT,9.32955461694994,16,81.25,1.303743407940705,-2.2008189034247727,0 days 01:54:00,0 days 01:54:00
1,ETHUSDT,1.708218923999986,10,70.0,0.8904498059848054,-0.9318225936626012,0 days 04:30:00,0 days 04:30:00
2,BTCUSDT,-1.5626562199999812,14,35.714285714285715,0.27038266198233796,-0.7405306623984531,0 days 04:09:00,0 days 04:09:00
3,DOGEUSDT,-0.7490425053300569,11,54.54545454545454,1.299838410182086,-2.1956087824351322,0 days 05:30:00,0 days 05:30:00
4,USDCUSDT,-1.418463211740018,7,0.0,-0.17961873829674957,-0.2794570890225945,0 days 09:06:00,0 days 09:06:00
5,SOLUSDT,-3.930685308000015,13,46.15384615384615,0.6817662133639546,-2.195608782435121,0 days 03:06:00,0 days 03:06:00
6,FDUSDUSDT,-1.938887820200005,10,0.0,-0.17960272221813067,-0.2095978332826487,0 days 04:42:00,0 days 04:42:00
7,PEPEUSDT,-2.9626328364757004,11,45.45454545454545,1.3483340006763544,-2.1956087824351322,0 days 03:12:00,0 days 03:12:00
8,ENSUSDT,-6.875735707000084,18,50.0,1.2974051896207595,-2.2461798223614937,0 days 02:36:00,0 days 02:36:00
9,WLDUSDT,-3.293691317000042,14,57.14285714285714,1.332811482941132,-2.225014793023683,0 days 02:45:00,0 days 02:45:00
10,SHIBUSDT,4.592192837787571,13,76.92307692307693,1.3352875401030362,-2.1956087824351322,0 days 06:21:00,0 days 06:21:00
11,ADAUSDT,-3.110690759940015,14,57.14285714285714,1.1568180298204833,-2.1956087824351322,0 days 03:21:00,0 days 03:21:00
12,XLMUSDT,-0.6331406760200392,11,63.63636363636363,1.3166925858868472,-2.177530336738731,0 days 04:06:00,0 days 04:06:00
13,ACTUSDT,-15.993672484480031,22,40.909090909090914,1.3156734322158137,-2.261670512403069,0 days 01:12:00,0 days 01:12:00
14,BNBUSDT,-2.1748332400000536,14,35.714285714285715,0.37337948788327413,-1.3275243188792807,0 days 04:45:00,0 days 04:45:00
15,THEUSDT,-5.910570670340105,21,57.14285714285714,1.3246201287186121,-2.25821519147541,0 days 01:30:00,0 days 01:30:00
16,ALGOUSDT,-2.3379391173100212,17,58.82352941176471,1.343439002476754,-2.2240899679964343,0 days 02:12:00,0 days 02:12:00
17,PNUTUSDT,-8.11672934941014,20,50.0,1.3223368669994295,-2.211805584822746,0 days 02:54:00,0 days 02:54:00
18,FETUSDT,8.406707508299965,14,85.71428571428571,1.3521901572733253,-2.1956087824351322,0 days 03:00:00,0 days 03:00:00
19,FILUSDT,2.674943832099973,12,83.33333333333334,1.3114664618569583,-2.2098784630913304,0 days 03:27:00,0 days 03:27:00
20,THETAUSDT,6.240122202399955,13,76.92307692307693,1.3317665889387875,-2.1956087824351322,0 days 02:27:00,0 days 02:27:00
21,SUIUSDT,0.30981899755995257,13,53.84615384615385,1.2974051896207595,-2.1814485983874143,0 days 05:03:00,0 days 05:03:00
22,DOTUSDT,10.971506870099903,13,92.3076923076923,1.308685524274389,-0.08441104863220472,0 days 02:24:00,0 days 02:24:00
23,CRVUSDT,0.36522055258994224,8,62.5,1.3176081025026098,-2.231388695081027,0 days 02:48:00,0 days 02:48:00
24,ORDIUSDT,1.0454025809998857,15,60.0,1.3222878732831456,-2.1717656836497623,0 days 03:15:00,0 days 03:15:00
25,NEARUSDT,4.030486263499991,15,73.33333333333333,1.3121845017289413,-2.1956087824351322,0 days 04:36:00,0 days 04:36:00
26,HBARUSDT,1.645528271308937,15,73.33333333333333,1.3583583651710862,-2.2187783154449248,0 days 03:33:00,0 days 03:33:00
27,AVAXUSDT,6.316634525999939,16,75.0,1.2974051896207595,-2.1956087824351433,0 days 02:18:00,0 days 02:18:00
28,NEIROUSDT,0.07364029663922265,17,58.82352941176471,1.30435479206239,-2.196635977637762,0 days 03:30:00,0 days 03:30:00
