الرمز,الكمية,السعر الابتدائي,سعر الهدف,سعر الإيقاف,الوقت,النتيجة,الرصيد المتبقي
DOGEUSDT,62.0,0.16012,0.1607460295021917,0.15983100324890417,2024-10-29 00:52:25.998114,انتهاء المهلة,16.92744
PEPEUSDT,1077586.0,9.28e-06,9.284641481583621e-06,9.279071259208189e-06,2024-10-29 00:52:32.047195,خسارة,16.91666222
PEPEUSDT,1078749.0,9.27e-06,9.274636479987087e-06,9.269072260006456e-06,2024-10-29 00:52:36.603077,ربح,16.92745294
PEPEUSDT,1078749.0,9.27e-06,9.274636468490214e-06,9.269072265754892e-06,2024-10-29 00:52:41.310112,ربح,16.938243659999998
PEPEUSDT,1079914.0,9.26e-06,9.264631466906081e-06,9.259073266546957e-06,2024-10-29 00:52:44.768982,ربح,16.949046439999996
NEIROUSDT,2549.0,0.00156935,0.0015701752837807904,0.0015691727606096048,2024-10-29 00:55:46.362762,ربح,18.00944955
SHIBUSDT,219178.0,1.825e-05,1.825913148367928e-05,1.8248171758160363e-05,2024-10-29 00:56:45.392455,انتهاء المهلة,6.00944805
SHIBUSDT,218938.0,1.827e-05,1.8279141743761292e-05,1.8268169628119353e-05,2024-10-29 01:05:12.030188,خسارة,61.99780788
NEIROUSDT,2531.0,0.00158018,0.0015810164876907912,0.0015799987831546045,2024-10-29 01:05:19.102461,خسارة,57.98752442000001
PEPEUSDT,426894.0,9.37e-06,9.374686735075328e-06,9.369062132462337e-06,2024-10-29 01:05:21.917915,خسارة,57.98325226000001
PEPEUSDT,426894.0,9.37e-06,9.374686735075328e-06,9.369062132462337e-06,2024-10-29 01:05:24.202946,خسارة,57.97898010000001
PEOPLEUSDT,56.8,0.07039,0.07050775843353843,0.07034167928323078,2024-10-29 01:05:26.641523,خسارة,61.97315610000001
NEIROUSDT,2532.0,0.0015799,0.0015807363079326478,0.001579718831033676,2024-10-29 01:05:28.856630,خسارة,61.968652100000014
PEOPLEUSDT,56.7,0.07054,0.07065923623739953,0.07049096288130025,2024-10-29 01:05:30.630744,خسارة,61.96033210000002
PEPEUSDT,426439.0,9.38e-06,9.38469174859853e-06,9.379061125700734e-06,2024-10-29 01:05:32.792008,خسارة,61.95606553000002
PEPEUSDT,426894.0,9.37e-06,9.374686735075328e-06,9.369062132462337e-06,2024-10-29 01:05:34.320299,خسارة,61.95179337000002
NEIROUSDT,2538.0,0.00157625,0.0015770836643832667,0.0015760696053083666,2024-10-29 01:05:36.911931,ربح,61.96084355000002
SHIBUSDT,218938.0,1.827e-05,1.8279141743761292e-05,1.8268169628119353e-05,2024-10-29 01:05:39.110624,ربح,61.96303019000002
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:05:40.969211,ربح,61.96729969000002
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:05:42.848819,ربح,61.97156919000002
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:05:44.973757,ربح,61.97583869000002
PEPEUSDT,427807.0,9.35e-06,9.354676708633483e-06,9.349064145683258e-06,2024-10-29 01:05:47.604269,ربح,61.980112210000016
PEPEUSDT,427807.0,9.35e-06,9.354676708633483e-06,9.349064145683258e-06,2024-10-29 01:05:50.406313,ربح,61.98866380000001
NEIROUSDT,2540.0,0.00157465,0.001575482537734493,0.0015744699286327534,2024-10-29 01:05:51.942563,ربح,62.00508960000001
BOMEUSDT,458.0,0.008732,0.008737756731897434,0.008730431434051283,2024-10-29 01:05:52.181580,ربح,66.00846760000002
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:05:53.836779,ربح,66.01701060000002
PEPEUSDT,426439.0,9.38e-06,9.38469174859853e-06,9.379061125700734e-06,2024-10-29 01:05:56.266632,خسارة,66.01274403000002
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:05:58.490946,ربح,66.02128703000002
PEPEUSDT,427350.0,9.36e-06,9.364681733223593e-06,9.359063133388204e-06,2024-10-29 01:06:00.516293,ربح,66.03410353000002
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:06:03.016734,ربح,66.04264653000003
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:06:05.290511,ربح,66.04691603000003
DOGEUSDT,25.0,0.16008,0.16071190258610876,0.15978806070694562,2024-10-29 01:06:07.053652,انتهاء المهلة,66.04791603000004
PEPEUSDT,426894.0,9.37e-06,9.374686735075328e-06,9.369062132462337e-06,2024-10-29 01:06:07.292910,ربح,70.05218175000005
PEPEUSDT,426894.0,9.37e-06,9.374686735075328e-06,9.369062132462337e-06,2024-10-29 01:06:12.405322,ربح,66.06071641000004
PEPEUSDT,427350.0,9.36e-06,9.364681733223593e-06,9.359063133388204e-06,2024-10-29 01:06:14.315845,ربح,66.06925941000004
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:06:16.405284,ربح,66.07352891000005
BOMEUSDT,457.0,0.008757,0.008762801331250463,0.008755412884374767,2024-10-29 01:06:18.307532,خسارة,66.07227891000005
PEPEUSDT,426894.0,9.37e-06,9.374686735075328e-06,9.369062132462337e-06,2024-10-29 01:06:19.939278,ربح,66.07654463000006
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:06:22.775030,ربح,66.08081413000006
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:06:24.733016,ربح,66.08935713000007
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:06:26.860815,ربح,66.09362663000007
PEPEUSDT,427807.0,9.35e-06,9.354676708633483e-06,9.349064145683258e-06,2024-10-29 01:06:28.542343,ربح,66.10645629000007
PEPEUSDT,427807.0,9.35e-06,9.354676708633483e-06,9.349064145683258e-06,2024-10-29 01:06:30.706608,ربح,66.11500788000006
NEIROUSDT,2539.0,0.00157555,0.0015763831707564537,0.0015753697471217734,2024-10-29 01:06:33.955498,ربح,66.12535838000007
PEPEUSDT,426894.0,9.37e-06,9.374686735075328e-06,9.369062132462337e-06,2024-10-29 01:06:36.153040,ربح,66.12962410000007
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:06:38.265813,ربح,66.13389360000008
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:06:40.138707,ربح,66.13816310000009
PEPEUSDT,426894.0,9.37e-06,9.374686735075328e-06,9.369062132462337e-06,2024-10-29 01:06:42.492418,خسارة,66.13389094000009
NEIROUSDT,2538.0,0.00157619,0.0015770236220288315,0.0015760096174855845,2024-10-29 01:06:47.136543,ربح,62.13824582000009
PEPEUSDT,426894.0,9.37e-06,9.374686735075328e-06,9.369062132462337e-06,2024-10-29 01:06:47.401281,خسارة,66.13397366000008
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:06:50.571175,ربح,66.13824316000009
PEPEUSDT,426894.0,9.37e-06,9.374686723592132e-06,9.369062138203933e-06,2024-10-29 01:06:52.533924,خسارة,66.13397100000009
NEIROUSDT,2537.0,0.0015764,0.0015772337703050046,0.0015762195748474977,2024-10-29 01:06:54.670589,خسارة,66.13268892000009
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:06:56.353475,ربح,66.1369584200001
PEPEUSDT,426894.0,9.37e-06,9.374686735075328e-06,9.369062132462337e-06,2024-10-29 01:06:59.962067,خسارة,66.1326862600001
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:07:02.074015,ربح,66.1369557600001
SHIBUSDT,218699.0,1.829e-05,1.829915178028956e-05,1.8288167609855216e-05,2024-10-29 01:07:06.514583,ربح,62.1391474600001
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:07:06.885109,ربح,66.14341696000011
PEOPLEUSDT,56.7,0.07049,0.07060868515211612,0.07044123092394193,2024-10-29 01:07:11.274572,انتهاء المهلة,66.13906596000011
SHIBUSDT,218579.0,1.83e-05,1.830915679890013e-05,1.8298166600549935e-05,2024-10-29 01:07:13.433121,خسارة,66.13469008000011
PEPEUSDT,427350.0,9.36e-06,9.364681721752654e-06,9.359063139123673e-06,2024-10-29 01:07:13.674819,ربح,70.13895958000012
PEPEUSDT,426894.0,9.37e-06,9.374686735075328e-06,9.369062132462337e-06,2024-10-29 01:07:16.012564,خسارة,70.13468742000012
SHIBUSDT,218460.0,1.831e-05,1.831916181774024e-05,1.830816559112988e-05,2024-10-29 01:07:19.526963,خسارة,70.12376702000012
PEPEUSDT,425985.0,9.39e-06,9.394696762319328e-06,9.389060118840337e-06,2024-10-29 01:07:21.304713,خسارة,70.10672677000012
NEIROUSDT,2532.0,0.00158004,0.0015808765253450146,0.0015798587433274926,2024-10-29 01:07:23.245071,خسارة,70.09356333000012
PEPEUSDT,426894.0,9.37e-06,9.374686735075328e-06,9.369062132462337e-06,2024-10-29 01:07:24.992461,خسارة,70.08929117000012
PEPEUSDT,425985.0,9.39e-06,9.394696762319328e-06,9.389060118840337e-06,2024-10-29 01:07:27.113474,خسارة,70.07225092000013
PEPEUSDT,426439.0,9.38e-06,9.38469174859853e-06,9.379061125700734e-06,2024-10-29 01:07:29.796048,خسارة,70.06371996000013
PEPEUSDT,426439.0,9.38e-06,9.38469174859853e-06,9.379061125700734e-06,2024-10-29 01:07:31.661702,خسارة,70.05945339000013
SHIBUSDT,218103.0,1.834e-05,1.8349176875627138e-05,1.8338162562186432e-05,2024-10-29 01:07:33.259040,خسارة,70.04637623000013
PEPEUSDT,425532.0,9.4e-06,9.404701776234799e-06,9.3990591118826e-06,2024-10-29 01:07:35.275873,خسارة,70.02935575000014
PEPEUSDT,425985.0,9.39e-06,9.394696774345188e-06,9.389060112827406e-06,2024-10-29 01:07:44.579884,خسارة,70.02083520000014
PEPEUSDT,425985.0,9.39e-06,9.394696762319328e-06,9.389060118840337e-06,2024-10-29 01:07:46.676076,خسارة,70.00805480000014
NEIROUSDT,2529.0,0.00158181,0.0015826476240311802,0.0015816284594844096,2024-10-29 01:07:48.515142,خسارة,69.99446692000014
PEPEUSDT,425985.0,9.39e-06,9.394696762319328e-06,9.389060118840337e-06,2024-10-29 01:07:50.607409,خسارة,69.98594637000014
PEPEUSDT,425532.0,9.4e-06,9.404701776234799e-06,9.3990591118826e-06,2024-10-29 01:07:52.203631,خسارة,69.97743653000013
PEPEUSDT,425532.0,9.4e-06,9.404701776234799e-06,9.3990591118826e-06,2024-10-29 01:07:53.719711,خسارة,69.96467137000013
PEPEUSDT,425080.0,9.41e-06,9.414706778124411e-06,9.409058110937794e-06,2024-10-29 01:07:57.244579,خسارة,69.94342017000014
PEPEUSDT,425532.0,9.4e-06,9.404701776234799e-06,9.3990591118826e-06,2024-10-29 01:07:59.044686,خسارة,69.93065501000014
PEPEUSDT,425532.0,9.4e-06,9.404701776234799e-06,9.3990591118826e-06,2024-10-29 01:08:00.618193,خسارة,69.91363453000014
PEPEUSDT,425080.0,9.41e-06,9.414706790342065e-06,9.409058104828966e-06,2024-10-29 01:08:02.884548,خسارة,69.89663413000014
PEPEUSDT,425080.0,9.41e-06,9.414706790342065e-06,9.409058104828966e-06,2024-10-29 01:08:04.668501,خسارة,69.87538293000014
PEPEUSDT,425080.0,9.41e-06,9.414706790342065e-06,9.409058104828966e-06,2024-10-29 01:08:08.796495,خسارة,69.85838253000014
PEPEUSDT,425080.0,9.41e-06,9.414706790342065e-06,9.409058104828966e-06,2024-10-29 01:08:10.451824,خسارة,69.83713133000015
NEIROUSDT,2519.0,0.001588,0.0015888421105404555,0.0015878171447297723,2024-10-29 01:08:11.982626,خسارة,69.80349835000015
PEPEUSDT,425080.0,9.41e-06,9.414706790342065e-06,9.409058104828966e-06,2024-10-29 01:08:16.059209,خسارة,69.78649795000015
PEPEUSDT,424628.0,9.42e-06,9.424711817191519e-06,9.41905709140424e-06,2024-10-29 01:08:17.907396,خسارة,69.76101603000015
BOMEUSDT,455.0,0.008797,0.00880287530830763,0.008795381895846183,2024-10-29 01:08:19.878614,خسارة,69.74636103000014
PEPEUSDT,424628.0,9.42e-06,9.424711804638269e-06,9.419057097680864e-06,2024-10-29 01:08:21.586082,خسارة,69.72512539000014
PEPEUSDT,424628.0,9.42e-06,9.424711804638269e-06,9.419057097680864e-06,2024-10-29 01:08:24.078448,خسارة,69.70813603000015
PEPEUSDT,424628.0,9.42e-06,9.424711804638269e-06,9.419057097680864e-06,2024-10-29 01:08:25.920028,خسارة,69.68690039000015
PEPEUSDT,424178.0,9.43e-06,9.434716819120596e-06,9.4290560904397e-06,2024-10-29 01:08:28.465375,خسارة,69.66569003000015
PEPEUSDT,425080.0,9.41e-06,9.414706778124411e-06,9.409058110937794e-06,2024-10-29 01:08:30.238241,خسارة,69.64868963000015
BOMEUSDT,455.0,0.008789,0.00879486026389308,0.008787388218053459,2024-10-29 01:08:31.912698,خسارة,69.63812963000015
PEPEUSDT,425532.0,9.4e-06,9.404701776234799e-06,9.3990591118826e-06,2024-10-29 01:08:34.864633,خسارة,69.62110915000015
PEPEUSDT,425532.0,9.4e-06,9.404701776234799e-06,9.3990591118826e-06,2024-10-29 01:08:37.041281,خسارة,69.60834399000015
PEPEUSDT,425532.0,9.4e-06,9.40470178843947e-06,9.399059105780265e-06,2024-10-29 01:08:39.468520,خسارة,69.59132351000015
PEPEUSDT,425080.0,9.41e-06,9.414706790342065e-06,9.409058104828966e-06,2024-10-29 01:08:41.599910,خسارة,69.57432311000015
BOMEUSDT,455.0,0.008792,0.008797865891266929,0.008790385854366535,2024-10-29 01:08:43.282836,خسارة,69.55966811000015
PEPEUSDT,425080.0,9.41e-06,9.414706790342065e-06,9.409058104828966e-06,2024-10-29 01:08:45.211943,خسارة,69.53841691000015
BOMEUSDT,463.0,0.008634,0.008639780404286014,0.008632404897856992,2024-10-29 01:44:28.176575,ربح,62.00032
PEPEUSDT,431499.0,9.27e-06,9.274636936123449e-06,9.269072031938274e-06,2024-10-29 01:45:07.686136,ربح,54.00463072
PEPEUSDT,431499.0,9.27e-06,9.274636940976248e-06,9.269072029511876e-06,2024-10-29 01:45:16.354008,ربح,54.00894144
SHIBUSDT,221117.0,1.809e-05,1.8099051335844193e-05,1.8088187832077908e-05,2024-10-29 01:45:18.474379,انتهاء المهلة,58.00894797
DOGEUSDT,25.0,0.15742,0.15800452578705176,0.15715135010647413,2024-10-29 01:45:20.023695,انتهاء المهلة,61.94669797
PEPEUSDT,431499.0,9.27e-06,9.274636940976248e-06,9.269072029511876e-06,2024-10-29 01:45:37.812131,ربح,61.95100869
PEOPLEUSDT,57.2,0.06995,0.07007846246188934,0.06989626126905532,2024-10-29 01:45:43.633891,انتهاء المهلة,65.95043269
NEIROUSDT,2548.0,0.00156967,0.0015705058527625733,0.0015694875241187133,2024-10-29 01:45:43.870346,انتهاء المهلة,69.95178641
PEPEUSDT,431034.0,9.28e-06,9.284641943070073e-06,9.279071028464964e-06,2024-10-29 01:45:51.642266,خسارة,69.94747158999999
BOMEUSDT,463.0,0.008639,0.008644752432658224,0.008637419633670889,2024-10-29 01:46:16.804160,خسارة,65.94362459
DOGEUSDT,25.0,0.15779,0.15831777371677427,0.15754978164161287,2024-10-29 01:46:31.647138,خسارة,65.87737459
DOGEUSDT,25.0,0.15776,0.15828761897209978,0.15751985451395012,2024-10-29 01:46:33.782516,خسارة,65.80712459
PEPEUSDT,431034.0,9.28e-06,9.284641949026752e-06,9.279071025486623e-06,2024-10-29 01:46:34.019206,خسارة,69.80280977
SHIBUSDT,220386.0,1.815e-05,1.8159080881235334e-05,1.8148182059382333e-05,2024-10-29 01:46:36.959550,خسارة,69.78518479
SHIBUSDT,220264.0,1.816e-05,1.8169085910236097e-05,1.8158181044881948e-05,2024-10-29 01:46:52.177544,خسارة,69.76976055
DOGEUSDT,25.0,0.15812,0.15864961409101377,0.15787891095449313,2024-10-29 01:46:56.059334,خسارة,69.70351055
PEPEUSDT,430571.0,9.29e-06,9.29464695729241e-06,9.289070021353796e-06,2024-10-29 01:47:39.576947,خسارة,69.69059801
PEPEUSDT,431034.0,9.28e-06,9.284641949026752e-06,9.279071025486623e-06,2024-10-29 01:47:41.955815,خسارة,69.68628319
PEPEUSDT,431499.0,9.27e-06,9.274636940976248e-06,9.269072029511876e-06,2024-10-29 01:48:05.623115,خسارة,69.68196393
PEPEUSDT,431499.0,9.27e-06,9.274636940976248e-06,9.269072029511876e-06,2024-10-29 01:48:10.096794,خسارة,69.67764466999999
NEIROUSDT,2538.0,0.0015763,0.0015771394568512916,0.0015761167165743543,2024-10-29 01:48:11.619455,خسارة,69.65920831
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:48:23.804560,ربح,69.66785295
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:48:43.071921,ربح,69.67217327
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:48:45.391865,ربح,69.68081791
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:48:49.840899,ربح,69.68513823
PEPEUSDT,431965.0,9.26e-06,9.264631933142096e-06,9.259073033428952e-06,2024-10-29 01:49:19.747718,ربح,69.68945378000001
PEPEUSDT,432432.0,9.25e-06,9.254626931054469e-06,9.249074034472765e-06,2024-10-29 01:49:22.528727,ربح,69.69377410000001
PEPEUSDT,431965.0,9.26e-06,9.264631933142096e-06,9.259073033428952e-06,2024-10-29 01:49:24.445022,ربح,69.69808965000001
BOMEUSDT,464.0,0.008616,0.008621724160547593,0.008614430319726203,2024-10-29 01:49:26.368646,ربح,69.70704965000002
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:49:28.003194,ربح,69.71136997000002
PEPEUSDT,432900.0,9.24e-06,9.244621918127437e-06,9.23907504093628e-06,2024-10-29 01:49:29.562120,ربح,69.72435297000003
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:49:31.269958,ربح,69.73732193000002
SHIBUSDT,221239.0,1.808e-05,1.808904582117484e-05,1.807818908941258e-05,2024-10-29 01:49:32.922102,ربح,69.74396022000002
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:49:34.521813,ربح,69.75260486000002
SHIBUSDT,221239.0,1.808e-05,1.808904582117484e-05,1.807818908941258e-05,2024-10-29 01:49:39.237212,ربح,69.75481837000002
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:49:43.490113,ربح,69.76778733000002
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:49:45.583686,ربح,69.77643197000002
PEOPLEUSDT,57.2,0.06989,0.07001706147684415,0.06983695276157792,2024-10-29 01:49:48.787000,ربح,69.78157597000002
PEPEUSDT,431965.0,9.26e-06,9.264631933142096e-06,9.259073033428952e-06,2024-10-29 01:49:50.416797,ربح,69.79021117000002
DOGEUSDT,25.0,0.15789,0.15841832913208762,0.1576495189339562,2024-10-29 01:50:08.734259,خسارة,69.72821117000002
SHIBUSDT,221239.0,1.808e-05,1.808904582117484e-05,1.807818908941258e-05,2024-10-29 01:50:10.405716,ربح,69.73484946000002
BOMEUSDT,464.0,0.008621,0.008626730193060733,0.008619428053469633,2024-10-29 01:50:12.376015,ربح,69.74798546000002
NEIROUSDT,2537.0,0.00157658,0.0015774196232101118,0.0015763966753949443,2024-10-29 01:50:15.684199,خسارة,69.73249618000003
DOGEUSDT,25.0,0.15794,0.1584688260879485,0.15769927795602576,2024-10-29 01:50:18.427819,خسارة,69.67449618000002
PEPEUSDT,431499.0,9.27e-06,9.274636940976248e-06,9.269072029511876e-06,2024-10-29 01:50:22.632167,ربح,69.68312189000002
PEPEUSDT,431499.0,9.27e-06,9.274636940976248e-06,9.269072029511876e-06,2024-10-29 01:50:32.789677,ربح,69.68743261000003
PEPEUSDT,431965.0,9.26e-06,9.264631938882423e-06,9.259073030558789e-06,2024-10-29 01:50:34.666534,ربح,69.69174816000003
PEPEUSDT,431965.0,9.26e-06,9.264631933142096e-06,9.259073033428952e-06,2024-10-29 01:50:44.089440,ربح,69.70038336000003
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:50:48.969143,ربح,69.70902800000003
PEPEUSDT,431965.0,9.26e-06,9.264631933142096e-06,9.259073033428952e-06,2024-10-29 01:51:05.632599,ربح,69.71766320000003
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:51:07.717116,ربح,69.72630784000003
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:51:09.266235,ربح,69.73927680000003
NEIROUSDT,2531.0,0.00158067,0.0015815123247422474,0.0015804859381288762,2024-10-29 01:51:11.100080,خسارة,69.71851500000002
DOGEUSDT,25.0,0.15792,0.15844847329009001,0.157679451354955,2024-10-29 01:51:13.556415,خسارة,69.65626500000002
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:51:15.096552,ربح,69.66490964000002
BOMEUSDT,464.0,0.008625,0.008630735064677373,0.008623426217661314,2024-10-29 01:51:16.653490,ربح,69.67386964000002
NEIROUSDT,2527.0,0.00158264,0.001583483639352663,0.0015824555763236684,2024-10-29 01:51:20.374702,خسارة,65.64184085000002
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:51:27.719165,ربح,65.65480981000002
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:51:33.095435,ربح,65.66345445000002
PEPEUSDT,431965.0,9.26e-06,9.264631933142096e-06,9.259073033428952e-06,2024-10-29 01:51:42.199974,ربح,65.67208965000002
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:51:46.089102,ربح,65.68073429000002
PEPEUSDT,431965.0,9.26e-06,9.264631933142096e-06,9.259073033428952e-06,2024-10-29 01:51:51.857527,ربح,65.68936949000002
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:51:53.700317,ربح,65.69801413000002
PEPEUSDT,431965.0,9.26e-06,9.264631933142096e-06,9.259073033428952e-06,2024-10-29 01:51:57.918035,ربح,65.70664933000002
PEPEUSDT,432900.0,9.24e-06,9.244621923443808e-06,9.239075038278096e-06,2024-10-29 01:52:03.786646,ربح,65.71963233000002
PEPEUSDT,432432.0,9.25e-06,9.254626925525458e-06,9.24907403723727e-06,2024-10-29 01:52:16.512823,ربح,65.73260129000002
PEPEUSDT,431965.0,9.26e-06,9.264631933142096e-06,9.259073033428952e-06,2024-10-29 01:52:18.562600,ربح,65.73691684000002
PEOPLEUSDT,57.2,0.06992,0.0700472352383139,0.06986687038084305,2024-10-29 01:52:20.101121,انتهاء المهلة,69.73634084000003
PEPEUSDT,431965.0,9.26e-06,9.264631933142096e-06,9.259073033428952e-06,2024-10-29 01:52:31.624027,ربح,69.74497604000003
SHIBUSDT,221239.0,1.808e-05,1.808904582117484e-05,1.807818908941258e-05,2024-10-29 01:53:17.203642,ربح,69.75603911000003
DOGEUSDT,25.0,0.15802,0.15854904351916824,0.15777918124041587,2024-10-29 01:53:19.015331,خسارة,69.69778911000003
BOMEUSDT,464.0,0.008616,0.008621724160547593,0.008614430319726203,2024-10-29 01:53:22.256103,ربح,69.70257311000003
NEIROUSDT,2535.0,0.00157809,0.0015789306161953197,0.0015779064054023402,2024-10-29 01:53:26.635960,خسارة,69.68718751000003
