الرمز,الكمية,السعر الابتدائي,سعر الهدف,سعر الإيقاف,الوقت,النتيجة,الرصيد المتبقي
DOGEUSDT,70.0,0.14199,0.14222985467302188,0.14189137116348907,2024-10-28 05:11:38.584214,خسارة,69.9316
NOTUSDT,1434.0,0.006973,0.006976746260321147,0.006972172819839426,2024-10-28 05:11:44.934294,خسارة,59.922278000000006
NEIROUSDT,6344.0,0.00157619,0.001577011265366886,0.0015760157958165572,2024-10-28 05:12:32.856705,انتهاء المهلة,19.921119840000003
ENAUSDT,28.6,0.3497,0.3523550945657625,0.34842490771711876,2024-10-28 05:12:33.266440,انتهاء المهلة,29.93111984
FTMUSDT,15.0,0.6783,0.6819929483040695,0.6765552708479652,2024-10-28 05:12:36.016151,انتهاء المهلة,40.10411984
EURUSDT,9.3,1.0801,1.0810506300938247,1.0797866999530878,2024-10-28 05:12:42.381075,انتهاء المهلة,40.14904984
DOGEUSDT,70.0,0.1423,0.14254037833629843,0.1422011558318508,2024-10-28 05:12:46.168822,خسارة,50.09884984
ARBUSDT,19.4,0.5163,0.5177779391223244,0.5156384754388378,2024-10-28 05:12:49.445927,انتهاء المهلة,50.11506984
NOTUSDT,1434.0,0.006974,0.0069777453889414386,0.00697317340552928,2024-10-28 05:12:51.186393,انتهاء المهلة,60.11578584
JUPUSDT,9.9,1.0105,1.0193152419640676,1.0062439540179662,2024-10-28 05:12:53.879212,انتهاء المهلة,70.11973584
ADAUSDT,29.6,0.3377,0.3383469668955444,0.3374271715522278,2024-10-28 05:13:00.505035,انتهاء المهلة,70.11565584
NEIROUSDT,6337.0,0.00157805,0.001578872243796457,0.0015778755856017714,2024-10-28 05:13:08.184697,خسارة,70.11373085
DOGEUSDT,70.0,0.14229,0.14252955572593323,0.1421915656370334,2024-10-28 05:13:19.756182,خسارة,70.06283085
NEIROUSDT,6329.0,0.00158013,0.0015809533858074088,0.0015799553265962954,2024-10-28 05:13:23.237820,خسارة,70.05910661
FTMUSDT,15.0,0.6774,0.6811208102772601,0.6756412048613699,2024-10-28 05:13:40.103327,انتهاء المهلة,80.23060661
NOTUSDT,1435.0,0.006967,0.006970744017312776,0.006966173041343612,2024-10-28 05:14:00.918599,انتهاء المهلة,60.228251609999994
XRPUSDT,19.0,0.5148,0.5155791970799781,0.514487621460011,2024-10-28 05:14:19.358573,انتهاء المهلة,50.00945160999999
NOTUSDT,1437.0,0.006959,0.006962739224278886,0.006958174237860557,2024-10-28 05:14:20.174666,ربح,60.019593609999994
NEIROUSDT,6339.0,0.00157754,0.0015783619947670456,0.0015773656336164773,2024-10-28 05:14:20.945825,خسارة,70.00523014
JUPUSDT,9.9,1.0119,1.0207201580548069,1.0076417059725966,2024-10-28 05:14:47.207330,انتهاء المهلة,70.02205013999999
DOGEUSDT,70.0,0.14229,0.142529776044316,0.142191455477842,2024-10-28 05:15:00.113653,انتهاء المهلة,79.98235014
ARBUSDT,19.4,0.5157,0.5171934246962728,0.5150306426518637,2024-10-28 05:15:07.177224,انتهاء المهلة,89.98693014
NEIROUSDT,6341.0,0.00157701,0.0015778316992867945,0.0015768357018566027,2024-10-28 05:15:26.410187,خسارة,89.97533675
NEIROUSDT,6373.0,0.00156918,0.0015699938974472185,0.001569008428276391,2024-10-28 05:15:38.919808,ربح,89.98623634
NEIROUSDT,6358.0,0.00157293,0.0015737458688946514,0.0015727580050526743,2024-10-28 05:16:09.085327,خسارة,69.97687964
DOGEUSDT,70.0,0.14214,0.14236904853818985,0.14204679673090506,2024-10-28 05:16:18.355189,انتهاء المهلة,79.93787964
JUPUSDT,9.9,1.0107,1.0197149951180837,1.006344107440958,2024-10-28 05:16:45.139017,انتهاء المهلة,59.943809640000005
NOTUSDT,1437.0,0.006957,0.00696071970753798,0.00695618369623101,2024-10-28 05:17:00.987994,انتهاء المهلة,69.94101864000001
FTMUSDT,15.0,0.6788,0.6824022216558878,0.677100709172056,2024-10-28 05:17:25.758948,انتهاء المهلة,70.12301864000001
ENAUSDT,28.61,0.3495,0.35226830512352375,0.34816827243823806,2024-10-28 05:17:32.583648,انتهاء المهلة,70.12221364000001
NEIROUSDT,6372.0,0.0015694,0.001570214089352024,0.001569228365323988,2024-10-28 05:17:38.625689,انتهاء المهلة,80.12204812000002
DOGEUSDT,70.0,0.14245,0.1426790914132436,0.1423568217933782,2024-10-28 05:18:20.722015,انتهاء المهلة,70.10404812000002
NEIROUSDT,6379.0,0.00156772,0.001568533265645934,0.0015675485251770331,2024-10-28 05:18:25.934336,خسارة,80.09311559000001
FTMUSDT,15.0,0.6795,0.683072432465628,0.677815708767186,2024-10-28 05:18:31.259227,انتهاء المهلة,90.28561559
JUPUSDT,9.9,1.0118,1.0208370049033286,1.0074332675483357,2024-10-28 05:19:05.255879,انتهاء المهلة,90.28560559
FTMUSDT,15.0,0.6802,0.6837537537566453,0.6785251531216774,2024-10-28 05:19:37.249997,انتهاء المهلة,80.53960559000001
NOTUSDT,1439.0,0.006951,0.006954722543736262,0.006950181378131868,2024-10-28 05:19:47.189955,خسارة,80.54065559
NEIROUSDT,6393.0,0.00156431,0.0015651216415974044,0.0015641388257012978,2024-10-28 05:19:59.325544,ربح,80.55145429
DOGEUSDT,70.0,0.14281,0.143039482324072,0.142716680337964,2024-10-28 05:20:38.844332,انتهاء المهلة,70.56285428999999
JUPUSDT,9.9,1.0112,1.0202695478200097,1.0068169060899952,2024-10-28 05:21:00.256707,انتهاء المهلة,70.58462429
NEIROUSDT,6376.0,0.00156841,0.0015692237006189145,0.0015682384111905426,2024-10-28 05:21:14.798359,انتهاء المهلة,60.584806449999995
FTMUSDT,15.0,0.6829,0.6863853888674689,0.6812597405662655,2024-10-28 05:21:30.259522,انتهاء المهلة,50.82830644999999
ARBUSDT,19.4,0.5151,0.5167022834831017,0.5143761232584492,2024-10-28 05:21:48.102294,انتهاء المهلة,60.82124644999999
DOGEUSDT,70.0,0.14317,0.14340076347123698,0.1430760937643815,2024-10-28 05:22:03.847415,انتهاء المهلة,70.84314644999999
NOTUSDT,1437.0,0.006957,0.006960728407001432,0.006956179346499283,2024-10-28 05:22:04.718013,ربح,80.85041444999999
ADAUSDT,29.6,0.3373,0.3379914105939434,0.33700488970302833,2024-10-28 05:22:11.582348,انتهاء المهلة,80.83449445
ENAUSDT,28.58,0.3499,0.3526743288663517,0.3485653205668241,2024-10-28 05:22:18.516549,انتهاء المهلة,90.83463644999999
NEIROUSDT,6369.0,0.00157,0.001570814401621142,0.001569828299189429,2024-10-28 05:22:23.512401,ربح,100.84587647999999
NEIROUSDT,6368.0,0.00157029,0.001571104515351086,0.0015701182858244569,2024-10-28 05:23:51.040481,ربح,100.85586303999999
JUPUSDT,9.9,1.0135,1.0224555194836664,1.0091742652581668,2024-10-28 05:24:59.974284,انتهاء المهلة,60.90139303999999
ENAUSDT,28.55,0.3503,0.35306618877638907,0.3489694506118055,2024-10-28 05:25:09.297190,انتهاء المهلة,60.93671803999999
FTMUSDT,15.0,0.6818,0.6852939539170818,0.680155293041459,2024-10-28 05:25:11.953945,انتهاء المهلة,71.16221803999998
NEIROUSDT,6354.0,0.00157379,0.0015746063087854704,0.001573617914107265,2024-10-28 05:25:26.185207,ربح,81.17351689999998
NOTUSDT,1435.0,0.006971,0.006974726633816776,0.0069701823330916126,2024-10-28 05:25:36.122111,انتهاء المهلة,91.17690189999998
ARBUSDT,19.4,0.5144,0.5160338909854453,0.5136602145072773,2024-10-28 05:26:08.851562,انتهاء المهلة,91.15626189999998
DOGEUSDT,70.0,0.14325,0.1434813048594995,0.14315583507025023,2024-10-28 05:26:40.120734,انتهاء المهلة,81.18866189999997
NEIROUSDT,6354.0,0.00157386,0.0015746763298198616,0.0015736879140900693,2024-10-28 05:26:44.890373,ربح,91.20409085999997
NOTUSDT,1433.0,0.00698,0.006983727288663566,0.006979183355668217,2024-10-28 05:26:51.760413,خسارة,91.20356485999997
NOTUSDT,1433.0,0.006976,0.006979725152681524,0.006975183823659238,2024-10-28 05:26:55.686028,ربح,91.23743085999998
NOTUSDT,1433.0,0.006976,0.006979723746377497,0.0069751845268112515,2024-10-28 05:26:58.961939,ربح,91.27129685999998
NOTUSDT,1433.0,0.006976,0.0069797156681092355,0.006975188565945384,2024-10-28 05:27:01.702283,ربح,91.30802885999998
NOTUSDT,1428.0,0.007002,0.0070057395257789885,0.007001180537110506,2024-10-28 05:27:05.196466,خسارة,91.26975685999997
ENAUSDT,28.42,0.3519,0.3546342889853889,0.35058564050730556,2024-10-28 05:27:24.243050,انتهاء المهلة,71.28780685999998
NOTUSDT,1428.0,0.007002,0.0070057395257789885,0.007001180537110506,2024-10-28 05:28:09.353591,انتهاء المهلة,61.288090859999976
NEIROUSDT,6338.0,0.00157782,0.0015786383833319441,0.001577647481334028,2024-10-28 05:28:14.123981,ربح,61.298771719999976
ADAUSDT,29.6,0.3378,0.33848167948645647,0.3375098302567718,2024-10-28 05:28:20.946092,انتهاء المهلة,71.29765171999998
JUPUSDT,9.8,1.016,1.024880979158573,1.0117119104207135,2024-10-28 05:28:31.430500,انتهاء المهلة,71.26327171999998
NEIROUSDT,6324.0,0.0015813,0.0015821202246741526,0.0015811270826629235,2024-10-28 05:28:41.056301,ربح,71.27625063999997
FTMUSDT,15.0,0.681,0.6845012961597806,0.6793515019201097,2024-10-28 05:28:47.200101,انتهاء المهلة,81.48075063999997
ARBUSDT,19.4,0.5151,0.5167211345538695,0.5143666977230652,2024-10-28 05:29:14.298549,انتهاء المهلة,81.47175063999997
NOTUSDT,1426.0,0.007011,0.007014733365731389,0.007010184967134305,2024-10-28 05:29:33.280040,ربح,81.48084463999997
DOGEUSDT,70.0,0.14314,0.14337094440483464,0.14304599879758267,2024-10-28 05:30:08.927429,انتهاء المهلة,71.50064463999998
NEIROUSDT,6309.0,0.00158507,0.0015858869544746923,0.0015848992832626539,2024-10-28 05:30:11.445770,ربح,81.52047225999998
NEIROUSDT,6309.0,0.00158499,0.0015858069499580865,0.0015848192735209569,2024-10-28 05:30:14.241011,ربح,81.53664065999997
NEIROUSDT,6309.0,0.00158499,0.0015858069499580865,0.0015848192735209569,2024-10-28 05:30:18.336216,ربح,81.54940219999997
ENAUSDT,28.34,0.3529,0.3556232171000712,0.35159132644996444,2024-10-28 05:30:27.209646,انتهاء المهلة,81.53925219999998
